ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,DMetaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
mardoch,murdoch,0.857142857,0.857142857,0.904761905,0.914285714,0.857142857,0.914285714,0.914285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.914285714,0.914285714,0.914285714,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.6,0.6,0.6,0.666666667,0.666666667,0.666666667,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.6,0.6,0.6,0.857142857,0.857142857,0.857142857,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.730769231,0.730769231,0.730769231,1,1,1,1,1,1,0.916666672,0.92592593,0.920833342,0.933333337,0.916666672,0.92592593,0.920833342,0.933333337,0.928571429,0.913043478,0.913043478,0.913043478,3,7,7,2,2,2,2,5,5,0,0,0,0
marentette,marentette,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,10,1,1,4,4,6,6,0,0,0,0
mareoux,marcoux,0.857142857,0.857142857,0.904761905,0.933333333,0.857142857,0.933333333,0.933333333,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.714285714,0.714285714,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.4,0.4,0.4,0.666666667,0.666666667,0.666666667,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.4,0.4,0.4,0.857142857,0.857142857,0.857142857,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.722222222,0.722222222,0.722222222,0.615384615,0.615384615,0.615384615,0.75,0.5,0.75,0.75,0.666666667,0.5,0.916666672,0.92592593,0.920833342,0.933333337,0.916666672,0.92592593,0.920833342,0.933333337,0.857142857,0.489795918,0.5,0.48,3,7,7,2,2,4,3,3,4,0,1,-1,0
marguaretta,margurite,0.636363636,0.636363636,0.830387205,0.898232323,0.727272727,0.898232323,0.898232323,0.5,0.5,0.555555556,0.555555556,0.454545455,0.454545455,0.563636364,0.688888889,0.62,0.727272727,0.888888889,0.8,0.727272727,0.888888889,0.8,0.4,0.5,0.444444444,0.416666667,0.5,0.454545455,0.333333333,0.428571429,0.375,0.384615385,0.454545455,0.416666667,0.8,0.888888889,0.727272727,0.444444444,0.5,0.4,0.375,0.428571429,0.333333333,0.8,0.888888889,0.727272727,0.454545455,0.5,0.416666667,0.416666667,0.454545455,0.384615385,0.482142857,0.586956522,0.529411765,0.434782609,0.555555556,0.487804878,1,1,1,1,1,1,0.638888896,0.709401718,0.650000016,0.719658127,0.833333343,0.829059839,0.850000024,0.846153855,0.863636364,0.786885246,0.827586207,0.75,2,11,9,4,1,5,4,6,5,2,1,1,3
marois,marois,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,2,3,3,3,3,0,0,0,0
marshal,marshall,0.875,0.875,0.958333333,0.975,0.875,0.975,0.975,0.933333333,0.933333333,1,1,0.875,0.875,0.875,1,0.933333333,0.875,1,0.933333333,0.875,1,0.933333333,0.857142857,1,0.923076923,0.888888889,1,0.941176471,0.833333333,1,0.909090909,0.8,0.888888889,0.842105263,0.933333333,1,0.875,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.933333333,1,0.875,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.829268293,0.944444444,0.883116883,0.838709677,1,0.912280702,1,1,1,1,1,1,0.888888889,0.877777779,0.888888889,0.882222223,1,0.975308643,1,0.980246915,1,0.936170213,0.956521739,0.916666667,3,7,8,2,2,2,2,5,6,-1,0,-1,0
marshall,marshal,0.875,0.875,0.958333333,0.975,0.875,0.975,0.975,0.933333333,0.933333333,1,1,0.875,0.875,0.875,1,0.933333333,0.875,1,0.933333333,0.875,1,0.933333333,0.857142857,1,0.923076923,0.888888889,1,0.941176471,0.833333333,1,0.909090909,0.8,0.888888889,0.842105263,0.933333333,1,0.875,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.933333333,1,0.875,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.829268293,0.944444444,0.883116883,0.838709677,1,0.912280702,1,1,1,1,1,1,0.888888889,0.877777779,0.888888889,0.882222223,0.962962965,0.955555558,0.966666672,0.962222224,1,0.936170213,0.956521739,0.916666667,9,8,7,2,2,2,2,6,5,1,0,1,0
marshall,marshall,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,8,2,2,2,2,6,6,0,0,0,0
marsterson,masterson,0.9,0.9,0.892592593,0.914074074,0.9,0.914074074,0.914074074,0.736842105,0.947368421,0.777777778,1,0.7,0.9,0.78,0.866666667,0.821052632,0.9,1,0.947368421,0.9,1,0.947368421,0.777777778,0.875,0.823529412,0.818181818,0.9,0.857142857,0.625,0.714285714,0.666666667,0.75,0.818181818,0.782608696,0.947368421,1,0.9,0.823529412,0.875,0.777777778,0.666666667,0.714285714,0.625,0.947368421,1,0.9,0.857142857,0.9,0.818181818,0.782608696,0.818181818,0.75,0.784313725,0.869565217,0.824742268,0.756097561,0.861111111,0.805194805,0.5,1,1,0.5,0.5,0.5,0.966666669,0.879629632,0.970000005,0.883333335,0.969696972,0.944444448,0.972727277,0.951851855,0.9,0.903225806,0.933333333,0.875,9,10,9,3,3,3,3,7,6,1,0,1,0
martel,martel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,2,2,2,2,4,4,0,0,0,0
martin,martain,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.615384615,0.923076923,0.666666667,1,0.571428571,0.857142857,0.685714286,0.8,0.738461538,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.4,0.5,0.444444444,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.444444444,0.5,0.4,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.694444444,0.806451613,0.746268657,0.615384615,0.761904762,0.680851064,1,1,1,1,1,1,0.833333336,0.839506176,0.837500006,0.844444447,0.952380955,0.944444448,0.957142864,0.950000003,0.857142857,0.933333333,0.954545455,0.913043478,4,6,7,2,2,2,3,4,4,-1,-1,0,0
martin,martin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,6,6,2,2,2,2,4,4,0,0,0,0
martindale,martindale,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,1,1,4,4,6,6,0,0,0,0
martineau,martinaue,0.777777778,0.777777778,0.944444444,0.966666667,1,0.966666667,0.966666667,0.666666667,0.888888889,0.666666667,0.888888889,0.666666667,0.888888889,0.8,0.8,0.8,1,1,1,1,1,1,0.75,0.75,0.75,0.7,0.7,0.7,0.571428571,0.571428571,0.571428571,0.545454545,0.545454545,0.545454545,1,1,1,0.75,0.75,0.75,0.571428571,0.571428571,0.571428571,1,1,1,0.7,0.7,0.7,0.545454545,0.545454545,0.545454545,0.717391304,0.717391304,0.717391304,0.722222222,0.722222222,0.722222222,1,1,1,1,1,1,0.900000006,0.759259264,0.910000014,0.768518522,0.900000006,0.878787886,0.910000014,0.892929299,0.833333333,0.93877551,0.958333333,0.92,4,9,9,3,1,5,5,4,4,0,0,0,2
martineau,martineau,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,9,3,3,5,5,4,4,0,0,0,0
masisy,maisay,0.666666667,0.666666667,0.822222222,0.857777778,0.833333333,0.857777778,0.857777778,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.466666667,0.466666667,0.466666667,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.4,0.4,0.4,0.571428571,0.571428571,0.571428571,0,0,0,0.375,0.375,0.375,0.833333333,0.833333333,0.833333333,0.4,0.4,0.4,0,0,0,0.833333333,0.833333333,0.833333333,0.571428571,0.571428571,0.571428571,0.375,0.375,0.375,0.612903226,0.612903226,0.612903226,0.571428571,0.571428571,0.571428571,0.75,1,0.75,0.75,0.666666667,0.75,0.857142866,0.679012352,0.675000012,0.688888894,0.857142866,0.833333343,0.871428592,0.850000009,0.666666667,0.594594595,0.6875,0.523809524,1,6,6,3,2,2,3,4,3,0,-1,1,1
mason,mason,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,5,2,2,2,2,3,3,0,0,0,0
massey,massie,0.666666667,0.666666667,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.733333333,0.733333333,0.733333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.571428571,0.571428571,0.571428571,0.5,0.5,0.5,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.571428571,0.571428571,0.571428571,0.5,0.5,0.5,0.64516129,0.64516129,0.64516129,0.619047619,0.619047619,0.619047619,1,1,1,1,1,1,0.666666672,0.833333343,0.675000012,0.847222231,0.857142866,0.861111119,0.866666683,0.875000007,0.833333333,0.774193548,0.8,0.75,2,6,6,2,1,2,3,4,3,0,-1,1,1
masters,master,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.833333333,1,0.909090909,0.75,0.857142857,0.8,0.8,1,0.888888889,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.888888889,1,0.8,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.777777778,0.903225806,0.835820896,0.807692308,1,0.893617021,1,1,0.75,1,1,1,0.833333336,0.839506176,0.837500006,0.846913583,0.916666672,0.92592593,0.925000012,0.933333337,0.857142857,0.577777778,0.590909091,0.565217391,7,7,6,2,2,2,2,5,4,1,0,1,0
mathers,mathers,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,2,2,2,2,5,5,0,0,0,0
matte,matte,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1,1,2,2,3,3,0,0,0,0
matthews,mathews,0.875,0.875,0.958333333,0.970833333,0.875,0.970833333,0.970833333,0.666666667,0.933333333,0.714285714,1,0.625,0.875,0.725,0.828571429,0.773333333,0.875,1,0.933333333,0.875,1,0.933333333,0.857142857,1,0.923076923,0.888888889,1,0.941176471,0.666666667,0.8,0.727272727,0.8,0.888888889,0.842105263,0.933333333,1,0.875,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.933333333,1,0.875,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.804878049,0.916666667,0.857142857,0.741935484,0.884615385,0.807017544,1,1,1,1,1,1,0.888888889,0.877777779,0.888888889,0.882222223,0.962962965,0.955555558,0.966666672,0.960000002,1,0.933333333,0.954545455,0.913043478,4,8,7,2,2,2,2,6,5,1,0,1,0
mawhinney,mawhinney,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,3,3,3,3,6,6,0,0,0,0
may,may,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,3,3,1,1,1,1,2,2,0,0,0,0
maynard,maynard,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,7,7,2,2,2,2,5,5,0,0,0,0
mcarthur,mcarther,0.875,0.875,0.916666667,0.95,0.875,0.95,0.95,0.75,0.75,0.75,0.75,0.75,0.75,0.925,0.925,0.925,0.875,0.875,0.875,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.777777778,0.777777778,0.777777778,0.666666667,0.666666667,0.666666667,0.7,0.7,0.7,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.666666667,0.666666667,0.666666667,0.875,0.875,0.875,0.777777778,0.777777778,0.777777778,0.7,0.7,0.7,0.780487805,0.780487805,0.780487805,0.774193548,0.774193548,0.774193548,1,1,1,1,1,1,0.92592593,0.933333337,0.929629637,0.940000004,0.92592593,0.933333337,0.929629637,0.940000004,0.9375,0.933333333,0.933333333,0.933333333,6,8,8,2,2,2,2,6,6,0,0,0,0
mcarthur,mcarthur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,8,2,2,2,2,6,6,0,0,0,0
mcavoy,mcavoy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,2,2,2,2,4,4,0,0,0,0
mcbride,mcbride,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,1,1,2,2,5,5,0,0,0,0
mccallum,mccallum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,2,2,2,2,6,6,0,0,0,0
mccammon,mccammon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,2,2,2,2,6,6,0,0,0,0
mccamon,mccamnon,0.875,0.875,0.910714286,0.946428571,0.875,0.946428571,0.946428571,0.666666667,0.933333333,0.714285714,1,0.625,0.875,0.725,0.828571429,0.773333333,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.5,0.6,0.545454545,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.545454545,0.6,0.5,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.780487805,0.888888889,0.831168831,0.741935484,0.884615385,0.807017544,1,1,1,1,1,1,0.851851854,0.855555558,0.855555561,0.860000002,0.958333336,0.950617287,0.962500006,0.955555558,0.9375,0.641509434,0.653846154,0.62962963,3,7,8,2,2,2,2,5,6,-1,0,-1,0
mccardle,mccardill,0.777777778,0.777777778,0.884259259,0.930555556,0.777777778,0.930555556,0.930555556,0.705882353,0.705882353,0.75,0.75,0.666666667,0.666666667,0.666666667,0.75,0.705882353,0.777777778,0.875,0.823529412,0.777777778,0.875,0.823529412,0.625,0.714285714,0.666666667,0.6,0.666666667,0.631578947,0.571428571,0.666666667,0.615384615,0.545454545,0.6,0.571428571,0.823529412,0.875,0.777777778,0.666666667,0.714285714,0.625,0.615384615,0.666666667,0.571428571,0.823529412,0.875,0.777777778,0.631578947,0.666666667,0.6,0.571428571,0.6,0.545454545,0.652173913,0.731707317,0.689655172,0.638888889,0.741935484,0.686567164,1,1,1,1,1,1,0.66666667,0.808080814,0.672727281,0.797979805,0.888888896,0.888888896,0.896296309,0.900000006,0.777777778,0.947368421,0.964285714,0.931034483,3,8,9,1,2,2,2,6,7,-1,0,-1,-1
mccarthy,mccarthy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,8,2,2,1,1,7,7,0,0,0,0
mccarty,mccarthy,0.875,0.875,0.958333333,0.975,0.875,0.975,0.975,0.8,0.8,0.857142857,0.857142857,0.75,0.75,0.75,0.857142857,0.8,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.666666667,0.8,0.727272727,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.727272727,0.8,0.666666667,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.756097561,0.861111111,0.805194805,0.741935484,0.884615385,0.807017544,1,1,1,1,0.75,1,0.851851854,0.855555558,0.855555561,0.860000002,0.958333336,0.950617287,0.962500006,0.955555558,0.875,0.933333333,0.954545455,0.913043478,13,7,8,2,2,1,1,6,7,-1,0,-1,0
mcclacherty,mclatcheerty,0.75,0.75,0.797474747,0.837979798,0.833333333,0.837979798,0.837979798,0.608695652,0.782608696,0.636363636,0.818181818,0.583333333,0.75,0.55,0.6,0.573913043,0.833333333,0.909090909,0.869565217,0.833333333,0.909090909,0.869565217,0.727272727,0.8,0.761904762,0.769230769,0.833333333,0.8,0.4,0.444444444,0.421052632,0.571428571,0.615384615,0.592592593,0.869565217,0.909090909,0.833333333,0.761904762,0.8,0.727272727,0.421052632,0.444444444,0.4,0.869565217,0.909090909,0.833333333,0.8,0.833333333,0.769230769,0.592592593,0.615384615,0.571428571,0.639344262,0.696428571,0.666666667,0.588235294,0.652173913,0.618556701,0.75,1,1,1,0.75,1,0.871794875,0.833333339,0.87435898,0.749629633,0.944444448,0.91452992,0.950000008,0.924786329,0.916666667,0.90625,0.90625,0.90625,1,11,12,3,3,2,3,9,9,-1,-1,0,0
mcclacherty,mclatcherty,0.818181818,0.818181818,0.889393939,0.911515152,0.909090909,0.911515152,0.911515152,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.709090909,0.709090909,0.709090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.8,0.8,0.8,0.833333333,0.833333333,0.833333333,0.555555556,0.555555556,0.555555556,0.692307692,0.692307692,0.692307692,0.909090909,0.909090909,0.909090909,0.8,0.8,0.8,0.555555556,0.555555556,0.555555556,0.909090909,0.909090909,0.909090909,0.833333333,0.833333333,0.833333333,0.692307692,0.692307692,0.692307692,0.75,0.75,0.75,0.717391304,0.717391304,0.717391304,0.75,1,1,1,0.75,1,0.944444448,0.91452992,0.947222228,0.815873018,0.944444448,0.931623936,0.950000008,0.938461542,0.909090909,0.952380952,0.967741935,0.9375,1,11,11,3,3,2,2,9,9,0,0,0,0
mccolman,mccolman,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,8,2,2,2,2,6,6,0,0,0,0
mcconkey,mccankey,0.875,0.875,0.916666667,0.941666667,0.875,0.941666667,0.941666667,0.875,0.875,0.875,0.875,0.875,0.875,0.925,0.925,0.925,0.875,0.875,0.875,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.777777778,0.777777778,0.777777778,0.5,0.5,0.5,0.7,0.7,0.7,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.875,0.875,0.875,0.777777778,0.777777778,0.777777778,0.7,0.7,0.7,0.756097561,0.756097561,0.756097561,0.677419355,0.677419355,0.677419355,1,1,1,1,1,1,0.92592593,0.933333337,0.929629637,0.940000004,0.92592593,0.933333337,0.929629637,0.940000004,0.9375,0.909090909,0.909090909,0.909090909,4,8,8,2,2,2,2,6,6,0,0,0,0
mccord,mccord,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,1,1,1,1,5,5,0,0,0,0
mccormack,mccormich,0.777777778,0.777777778,0.851851852,0.911111111,0.777777778,0.911111111,0.911111111,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.822222222,0.822222222,0.822222222,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.625,0.625,0.625,0.6,0.6,0.6,0.571428571,0.571428571,0.571428571,0.545454545,0.545454545,0.545454545,0.777777778,0.777777778,0.777777778,0.625,0.625,0.625,0.571428571,0.571428571,0.571428571,0.777777778,0.777777778,0.777777778,0.6,0.6,0.6,0.545454545,0.545454545,0.545454545,0.673913043,0.673913043,0.673913043,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,0.866666675,0.878787886,0.873333347,0.886868694,0.866666675,0.878787886,0.873333347,0.886868694,0.833333333,0.596491228,0.607142857,0.586206897,7,9,9,2,2,2,2,7,7,0,0,0,0
mccormick,mccormick,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,2,2,2,2,7,7,0,0,0,0
mccoy,mccoy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,1,1,1,1,4,4,0,0,0,0
mccrady,mccreedy,0.75,0.75,0.869047619,0.921428571,0.75,0.921428571,0.921428571,0.533333333,0.8,0.571428571,0.857142857,0.5,0.75,0.65,0.742857143,0.693333333,0.75,0.857142857,0.8,0.75,0.857142857,0.8,0.571428571,0.666666667,0.615384615,0.666666667,0.75,0.705882353,0.333333333,0.4,0.363636364,0.6,0.666666667,0.631578947,0.8,0.857142857,0.75,0.615384615,0.666666667,0.571428571,0.363636364,0.4,0.333333333,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.631578947,0.666666667,0.6,0.56097561,0.638888889,0.597402597,0.451612903,0.538461538,0.49122807,1,1,1,1,1,1,0.814814819,0.811111116,0.818518526,0.820000005,0.916666672,0.901234574,0.920833342,0.911111116,0.9375,0.844444444,0.863636364,0.826086957,4,7,8,2,2,1,2,6,6,-1,-1,0,0
